Real_Time,Time_Elapsed(s),Lux,Target,Effort,Foil_V,LED_Pct
15:30:58,2600.183,999,1000,112,10.0,21
15:30:58,2600.384,1000,1000,112,10.0,21
15:30:58,2600.586,1002,1000,112,10.0,21
15:30:58,2600.788,999,1000,112,10.0,21
15:30:58,2600.981,1002,1000,112,10.0,21
15:30:59,2601.179,998,1000,112,10.0,21
15:30:59,2601.379,1001,1000,112,10.0,21
15:30:59,2601.579,998,1000,112,10.0,21
15:30:59,2601.78,999,1000,112,10.0,21
15:30:59,2601.982,1003,1000,112,10.0,21
15:31:00,2602.186,999,1000,112,10.0,21
15:31:00,2602.377,1002,1000,112,10.0,21
15:31:00,2602.575,998,1000,112,10.0,21
15:31:00,2602.779,1000,1000,112,10.0,21
15:31:00,2602.982,1003,1000,112,10.0,21
15:31:01,2603.184,1005,1000,112,10.0,21
15:31:01,2603.383,1006,1000,112,10.0,21
15:31:01,2603.573,1005,1000,112,10.0,21
15:31:01,2603.772,1003,1000,112,10.0,21
15:31:01,2603.973,997,1000,112,10.0,21
15:31:02,2604.175,998,1000,112,10.0,21
15:31:02,2604.376,999,1000,112,10.0,21
15:31:02,2604.576,998,1000,112,10.0,21
15:31:02,2604.775,998,1000,112,10.0,21
15:31:02,2604.974,999,1000,112,10.0,21
15:31:03,2605.176,1000,1000,112,10.0,21
15:31:03,2605.378,994,1000,112,10.0,21
15:31:03,2605.568,999,1000,112,10.0,21
15:31:03,2605.767,1002,1000,112,10.0,21
15:31:03,2605.968,1004,1000,112,10.0,21
15:31:04,2606.17,1004,1000,112,10.0,21
15:31:04,2606.373,1004,1000,112,10.0,21
15:31:04,2606.566,999,1000,112,10.0,21
15:31:04,2606.765,995,1000,112,10.0,21
15:31:04,2606.964,997,1000,112,10.0,21
15:31:05,2607.167,997,1000,112,10.0,21
15:31:05,2607.366,994,1000,112,10.0,21
15:31:05,2607.567,998,1000,112,10.0,21
15:31:05,2607.769,995,1000,112,10.0,21
15:31:05,2607.971,999,1000,112,10.0,21
15:31:06,2608.164,996,1000,112,10.0,21
15:31:06,2608.361,999,1000,112,10.0,21
15:31:06,2608.561,1003,1000,112,10.0,21
15:31:06,2608.759,1003,1000,112,10.0,21
15:31:06,2608.96,1006,1000,112,10.0,21
15:31:07,2609.16,1000,1000,112,10.0,21
15:31:07,2609.363,1000,1000,112,10.0,21
15:31:07,2609.564,1001,1000,112,10.0,21
15:31:07,2609.764,999,1000,112,10.0,21
15:31:07,2609.957,999,1000,112,10.0,21
15:31:08,2610.158,1000,1000,112,10.0,21
15:31:08,2610.356,1001,1000,112,10.0,21
15:31:08,2610.554,995,1000,112,10.0,21
15:31:08,2610.758,995,1000,112,10.0,21
15:31:08,2610.957,997,1000,112,10.0,21
15:31:09,2611.159,997,1000,112,10.0,21
15:31:09,2611.353,992,1000,112,10.0,21
15:31:09,2611.552,996,1000,112,10.0,21
15:31:09,2611.751,997,1000,112,10.0,21
15:31:09,2611.95,995,1000,112,10.0,21
15:31:09,2612.153,999,1000,112,10.0,21
15:31:10,2612.352,996,1000,112,10.0,21
15:31:10,2612.554,998,1000,112,10.0,21
15:31:10,2612.755,1002,1000,112,10.0,21
15:31:10,2612.955,1003,1000,112,10.0,21
15:31:10,2613.156,1005,1000,112,10.0,21
15:31:11,2613.346,999,1000,112,10.0,21
15:31:11,2613.546,1000,1000,112,10.0,21
15:31:11,2613.745,1001,1000,112,10.0,21
15:31:11,2613.95,1000,1000,112,10.0,21
15:31:11,2614.151,998,1000,112,10.0,21
15:31:12,2614.354,1000,1000,112,10.0,21
15:31:12,2614.544,1001,1000,112,10.0,21
15:31:12,2614.744,1000,1000,112,10.0,21
15:31:12,2614.945,997,1000,112,10.0,21
15:31:12,2615.148,998,1000,112,10.0,21
